Instância,Otimo,Melhor_Gulosa,Média_Gulosa,Tempo_Gulosa,GAP_Gulosa,Melhor_VND,Média_VND,Tempo_VND,GAP_VND,Melhor_GRASP,Média_GRASP,Tempo_GRASP,GAP_GRASP
n3m20A.txt,8280,64115,64115.0,0.0,674.3357487922706,59867,59867.0,0.2834346294403076,623.0314009661836,48929,48929.0,24.641529083251953,490.9299516908213
n3m20B.txt,1820,42870,42870.0,0.0012996196746826172,2255.4945054945056,34180,34180.0,0.34221720695495605,1778.0219780219782,23296,24238.72,23.998554944992065,1180.0
n3m20C.txt,855,23038,23038.0,0.0,2594.502923976608,22511,22511.0,0.16238784790039062,2532.8654970760235,9650,11981.6,23.04361081123352,1028.654970760234
n3m20D.txt,4357,12997,12997.0,0.0,198.3015836584806,6151,6151.0,0.2315537929534912,41.17512049575396,5758,7086.32,15.64328408241272,32.15515262795501
n3m20E.txt,3798,19719,19719.0,0.0,419.1943127962086,9007,9007.0,0.21071386337280273,137.15113217482886,9125,12240.6,13.619460105895996,140.2580305423907
